Agency,Organization,Account Type,Character Code,Object,2015,2016,2017,2018
31 -  POLICE,31170 - ACADEMY,Expense,54 - PURCHASED SERVICES,54545 - MEDICAL SERVICES,330,0,935,1680
62 -  COMMUNITY DEVELOPMENT,62472 - SENIOR CENTER FOUNDATION,Expense,53 - SUPPLIES,53150 - POSTAGE,330.28,762.09,652.36,0
40 -  ENGINEERING,40251 - ENG MAPPING GENERAL,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,330.74,407.15,417.3,339.26
40 -  ENGINEERING,40365 - ENG FAC MGMT ENERGY EFF SUSTAI,Expense,51 - SALARIES,51110 - PERMANENT WAGES,331.31,1653.39,6501.15,5312.73
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,331.78,783.83,705.12,0
31 -  POLICE,31299650 - MIDTOWN PD SUPPORT,Expense,54 - PURCHASED SERVICES,54113 - WATER,331.93,250.35,359.97,449.04
30 -  FIRE,30110706 - FIRE GEN FIELD OP STATION 6,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,332.03,3211.15,741.98,352.65
30 -  FIRE,30270 - FIRE INVESTIGATION,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,332.76,148.82,0,440.86
51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,333.16,0,93.8,789.78
31 -  POLICE,31135 - SOUTH,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,333.45,254.84,386.07,442
31 -  POLICE,31130 - NORTH,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,333.45,268.6,386.07,442
31 -  POLICE,31125 - EAST,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,333.45,275.5,386.07,442
31 -  POLICE,31120 - CENTRAL,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,333.45,464.05,386.07,442
15 -  FINANCE,15200 - FIN BUDGET AND PROGRAM MGMT,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,333.51,160.4,0,0
44 -  STREETS,44110 - ST REFUSE COLLECTION,Expense,54 - PURCHASED SERVICES,54220 - PEST CONTROL,334.85,342.65,350.42,140.16
50 -  LIBRARY,50400757 - LIB FACILITIES PINNEY,Expense,54 - PURCHASED SERVICES,54114 - SEWER,335.23,326.39,350.85,388.8
45 -  TRAFFIC ENGINEERING,45305 - TE PAVE MARK MAINTENANCE,Expense,53 - SUPPLIES,53215 - JANITORIAL SUPPLIES,335.63,558.64,0,0
45 -  TRAFFIC ENGINEERING,45104 - TE SIGNING INSTALL OR REMOVE,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,336.4,248.16,228.51,0
62 -  COMMUNITY DEVELOPMENT,62330 - STRONG HEALTHY NBRHOODS GEN GF,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,336.82,13.76,0,0
30 -  FIRE,30110703 - FIRE GEN FIELD OP STATION 3,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,337.24,371.3,317.37,239.94
14 -  COMMON COUNCIL,14100617 - COMMON COUNCIL DIST 17,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,337.4,10,0,394.28
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,337.5,450,690,562.5
31 -  POLICE,31140 - WEST,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,338,365.04,386.07,442
44 -  STREETS,44110 - ST REFUSE COLLECTION,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,338.98,2248.97,1580.02,4298.88
16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,51 - SALARIES,51120 - PREMIUM PAY,339.45,0,0,0
30 -  FIRE,30132 - FIRE APPLICANT HIRE AND TRAINI,Expense,54 - PURCHASED SERVICES,54525 - IN SERVICE TRAINING,340,0,1280,2968.84
62 -  COMMUNITY DEVELOPMENT,62441 - YOUTH SERVICES,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,340.17,585.38,416.41,430.15
51 -  PARKS,51310 - PARK PLANNING DEVELOP ADMIN,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,340.28,0,0,0
13 -  CLERK,13100 - CLERK,Expense,51 - SALARIES,51120 - PREMIUM PAY,340.77,2356.02,375.66,941.66
50 -  LIBRARY,50100755 - LIB PUBLIC SERVICE MEADOWRIDGE,Expense,54 - PURCHASED SERVICES,54310 - OFFICE EQUIPMENT REPAIR,341.67,308.12,348.89,348.89
44 -  STREETS,44101 - ST SOLID WASTE ADMIN,Expense,54 - PURCHASED SERVICES,54820 - COMMUNITY AGENCY CONTRACTS,342,0,0,0
63 -  ECONOMIC DEVELOPMENT,63220 - EDD OBR VENDING,Expense,53 - SUPPLIES,53130 - FURNITURE,342.72,18.59,0,0
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,344.02,0,207.05,622.16
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,344.02,0,1210,457.65
44 -  STREETS,44332 - ST SNOW REMOVAL CROSSWALK,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,344.95,232.91,231.65,472.17
50 -  LIBRARY,50100755 - LIB PUBLIC SERVICE MEADOWRIDGE,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,345.99,289.99,1805.25,573.2
50 -  LIBRARY,50400758 - LIB FACILITIES SEQUOYA,Expense,54 - PURCHASED SERVICES,54685 - SECURITY SERVICES,346.28,355.64,400.24,375.08
62 -  COMMUNITY DEVELOPMENT,62442 - CRISIS SUPPORT SERVICES,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,346.38,268.71,34.87,285.35
51 -  PARKS,51245 - PARK MTC CONSTRUCTION,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,346.44,327.53,151.99,443.21
51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Expense,52 - BENEFITS,52714 - LICENSES AND CERTIFICATIONS,347.01,283.25,160,265.69
30 -  FIRE,30240 - FIRE GENERAL PREVENTION,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,347.02,0,0.02,0.02
65 -  PLANNING,65222 - PL COMP NEIGH SPEC AREA PLAN,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,348.58,634.49,1000.53,1224.36
31 -  POLICE,31166 - TRAINING CENTER,Expense,53 - SUPPLIES,53360 - TREES SHRUBS PLANTS,348.86,29.96,68.97,0
62 -  COMMUNITY DEVELOPMENT,62447 - SERVICES FOR OLDER ADULTS,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,349.27,0,0,0
65 -  PLANNING,65113 - PL URBAN DESIGN COMMISSION,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,350,0,0,0
50 -  LIBRARY,50223759 - LIB COMM ENGAGE ADULT SMB,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,350,0,60.92,0
30 -  FIRE,30110721 - FIRE GEN FIELD OP MAINT FAC,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,350.99,603.61,723.37,160.06
44 -  STREETS,44662 - ST GRAFFITI REMOVALS,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,351.07,116.2,406.37,235.79
51 -  PARKS,51241 - PARK MTC EAST PARKS,Expense,53 - SUPPLIES,53365 - FERTILIZERS AND CHEMICALS,351.28,4862.65,1876.65,1121.9
10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,353.45,1394.99,1555.69,1973.57
44 -  STREETS,44601 - ST ROADSIDE CLEANUP ADMIN,Expense,54 - PURCHASED SERVICES,54115 - STORMWATER,356.14,365.24,438.16,418.39
30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,53 - SUPPLIES,53230 - MEDICAL SUPPLIES,356.88,0,13.31,2067.48
31 -  POLICE,31102 - FIELD GENERAL OVERALL,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,357,7.76,0,0
31 -  POLICE,31156 - PARKING,Expense,51 - SALARIES,51130 - WORKERS COMPENSATION WAGES,358.13,0,0,309.78
62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,54 - PURCHASED SERVICES,54115 - STORMWATER,358.57,227.1,0,0
31 -  POLICE,31166657 - TRAINING CENTER BLDG,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,359.78,250,500,250
44 -  STREETS,44221521 - ST LEAF COLLECTION BAD,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,359.96,0,0,0
31 -  POLICE,31110 - CANINE,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,360,360,360,315
40 -  ENGINEERING,40360 - ENG FAC MGMT ADMIN,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,360,820,960,1120
14 -  COMMON COUNCIL,14100616 - COMMON COUNCIL DIST 16,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,360.5,139.26,283.39,458.76
50 -  LIBRARY,50221751 - LIB COMM ENGAGE YOUTH CENTRAL,Expense,51 - SALARIES,51110 - PERMANENT WAGES,360.68,0,0,0
50 -  LIBRARY,50100752 - LIB PUBLIC SERVICE HAWTHORNE,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,360.8,581.21,410.95,380.99
62 -  COMMUNITY DEVELOPMENT,62111 - HOUSING SUPPLY GF,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,361.94,0,0,0
14 -  COMMON COUNCIL,14100616 - COMMON COUNCIL DIST 16,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,362,-1530.39,306.96,65
65 -  PLANNING,65223 - PL TRANSPORTATION PLAN NON MPO,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,362.59,0,324.57,0
45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,363.18,821.44,1060.39,0
31 -  POLICE,31140 - WEST,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,363.47,6566.44,2357.73,114.68
50 -  LIBRARY,50100753 - LIB PUBLIC SERVICE ASHMAN,Expense,54 - PURCHASED SERVICES,54310 - OFFICE EQUIPMENT REPAIR,364.99,325.41,368.48,368.48
31 -  POLICE,31105 - SWAT,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,365,2264,13629.33,100
50 -  LIBRARY,50400755 - LIB FACILITIES MEADOWRIDGE,Expense,53 - SUPPLIES,53413 - EQUIPMENT SUPPLIES,365.05,13.12,385.95,467.36
31 -  POLICE,31115 - MIDTOWN,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,366.2,0,0,0
50 -  LIBRARY,50221751 - LIB COMM ENGAGE YOUTH CENTRAL,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,367.3,64.91,359.06,0
44 -  STREETS,44116 - ST TRANSFER STATION OTHER,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,367.89,407.44,251.42,412.03
44 -  STREETS,44222 - ST DROP OFF SITES,Expense,51 - SALARIES,51130 - WORKERS COMPENSATION WAGES,368.23,432.83,3332.84,3860.01
50 -  LIBRARY,50100759 - LIB PUBLIC SERVICE SMB,Expense,53 - SUPPLIES,53130 - FURNITURE,368.78,137.41,2281.75,1053.87
51 -  PARKS,51110 - PARK COM REC ADMIN,Expense,51 - SALARIES,51120 - PREMIUM PAY,368.9,3.24,0,2.88
65 -  PLANNING,65113 - PL URBAN DESIGN COMMISSION,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,369.17,341.69,0,0
50 -  LIBRARY,50400759 - LIB FACILITIES SOUTH MADISON,Expense,54 - PURCHASED SERVICES,54685 - SECURITY SERVICES,369.28,429.28,666.48,362
65 -  PLANNING,65223 - PL TRANSPORTATION PLAN NON MPO,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,371.44,674.19,575.03,1379.48
50 -  LIBRARY,50100756 - LIB PUBLIC SERVICE MONROE,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,371.6,86.73,164.08,171.28
31 -  POLICE,31140 - WEST,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,373.31,530.85,743.82,718.98
63 -  ECONOMIC DEVELOPMENT,63221 - EDD OBR ECON DEV BUSINESS ASST,Expense,54 - PURCHASED SERVICES,54230 - FACILITY RENTAL,374,0,0,55.08
51 -  PARKS,51242 - PARK MTC WEST PARKS,Expense,53 - SUPPLIES,53245 - UNIFORM CLOTHING SUPPLIES,374,0,10.41,45
30 -  FIRE,30240 - FIRE GENERAL PREVENTION,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,374.84,174.7,68.34,378.27
45 -  TRAFFIC ENGINEERING,45662 - TE SERVICES COMPUTERIZED MAP,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,375.4,1008.08,298.7,0
45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,375.52,397.24,1952.54,310.68
21 -  TREASURER,21100 - TREASURER,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,375.64,547.7,561.11,510.46
30 -  FIRE,30250 - FIRE INSPECTION GENERAL,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,375.7,0,0,0
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,376.12,2586,326.69,0
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,54 - PURCHASED SERVICES,54220 - PEST CONTROL,376.68,372.3,381.06,157.68
31 -  POLICE,31166 - TRAINING CENTER,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,376.95,0,0,0
50 -  LIBRARY,50100756 - LIB PUBLIC SERVICE MONROE,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,377,513.6,0,0
44 -  STREETS,44662 - ST GRAFFITI REMOVALS,Expense,57 - INTER DEPART CHARGES,57145 - ID CHARGE FROM TRAFFIC ENGINEE,377.21,363.02,374,377.94
44 -  STREETS,44660 - ST WEED CONTROL,Expense,57 - INTER DEPART CHARGES,57145 - ID CHARGE FROM TRAFFIC ENGINEE,377.22,363.04,373.3,377.91
44 -  STREETS,44333 - ST SNOW SAND BARRELS,Expense,57 - INTER DEPART CHARGES,57145 - ID CHARGE FROM TRAFFIC ENGINEE,377.23,363.05,373.31,377.92
40 -  ENGINEERING,40360 - ENG FAC MGMT ADMIN,Expense,57 - INTER DEPART CHARGES,57184 - ID CHARGE FROM STORMWATER,377.52,374.4,352.56,0
31 -  POLICE,31135 - SOUTH,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,378.61,1800,0,0
45 -  TRAFFIC ENGINEERING,45600 - TE SERVICES,Expense,54 - PURCHASED SERVICES,54633 - DELIVERY FREIGHT CHARGES,381,0,0,0
11 -  ATTORNEY,11200 - ATTY LEGISLATIVE SERVICES,Expense,57 - INTER DEPART CHARGES,57176 - ID CHARGE FROM WORKERS COMP,381,368,366,395
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,381.33,214.17,1777.55,16008.86
65 -  PLANNING,65113 - PL URBAN DESIGN COMMISSION,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,381.46,397.37,33.25,0
31 -  POLICE,31125 - EAST,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,384,0,0,0
45 -  TRAFFIC ENGINEERING,45101 - TE SIGNING ADMIN,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,384,384,384,564
63 -  ECONOMIC DEVELOPMENT,63221 - EDD OBR ECON DEV BUSINESS ASST,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,384.41,367.71,404.41,0
14 -  COMMON COUNCIL,14100609 - COMMON COUNCIL DIST 9,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,385,211.43,115.39,377.13
51 -  PARKS,51241 - PARK MTC EAST PARKS,Expense,51 - SALARIES,51130 - WORKERS COMPENSATION WAGES,385.26,9033.74,323.26,0
62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,385.38,4176.1,3132.4,5212.86
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,386.75,0,385,0
30 -  FIRE,30133 - FIRE APPLICANT PROMOTION,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,386.93,112.68,188.55,0
11 -  ATTORNEY,11200 - ATTY LEGISLATIVE SERVICES,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,388,3703.68,2494.2,1972.66
30 -  FIRE,30252 - FIRE INSPECTION ELEVATOR,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,389.28,799.28,919.11,693.09
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,51 - SALARIES,51210 - HOURLY WAGES,389.38,374.58,404.33,409.31
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,51 - SALARIES,51210 - HOURLY WAGES,389.38,374.58,404.33,409.31
30 -  FIRE,30110723 - FIRE GEN FIELD OP EMS TRAINING,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,391,0,0,0
50 -  LIBRARY,50100753 - LIB PUBLIC SERVICE ASHMAN,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,391.56,766.39,865.36,864.83
44 -  STREETS,44661 - ST STUMP REMOVALS,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,393.7,576.9,242.18,1024.95
44 -  STREETS,44550 - ST BLACKTOP,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,394.59,9.22,186.56,272.36
40 -  ENGINEERING,40116 - ENG ADMIN INSPECTION SURVEY,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,396,0,0,0
20 -  MUNICIPAL COURT,20100 - MUNICIPAL COURT,Expense,54 - PURCHASED SERVICES,54688 - TRANSCRIPTION SERVICES,396,33,0,111
51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Expense,53 - SUPPLIES,53430 - OIL,396.71,1687.31,1605.78,0
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,397.89,215.04,696.04,112.44
50 -  LIBRARY,50400754 - LIB FACILITIES LAKEVIEW,Expense,54 - PURCHASED SERVICES,54220 - PEST CONTROL,399.72,415.33,513.75,260.5
45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,399.76,319.72,152.79,0
51 -  PARKS,51150 - PARK COM REC COM SERVICES,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,400,571.88,75,75
51 -  PARKS,51245 - PARK MTC CONSTRUCTION,Expense,53 - SUPPLIES,53355 - LANDSCAPING SUPPLIES,400.77,0,759.91,2606
31 -  POLICE,31299652 - EAST PD SUPPORT,Expense,54 - PURCHASED SERVICES,54112 - ELECTRICITY,401.59,0,0,0
30 -  FIRE,30270 - FIRE INVESTIGATION,Expense,53 - SUPPLIES,53165 - BOOKS AND SUBSCRIPTIONS,402.7,149,438.35,0
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,403.14,620.15,599.08,0
40 -  ENGINEERING,40114 - ENG ADMIN CONTRACT MANAGEMENT,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,403.9,1143.68,748.05,1490.87
44 -  STREETS,44111 - ST LARGE ITEMS,Expense,54 - PURCHASED SERVICES,54540 - UNIFORM LAUNDRY,404.38,376.7,389.49,440.37
44 -  STREETS,44115 - ST TRANSFER STATION HAULING,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,408,1750.25,408,0
60 -  BUILDING INSPECTION,60400 - BI CONSUMER PROTECTION,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,408.06,650.49,888.86,501.26
31 -  POLICE,31111 - MOUNTED,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,408.14,0,0,0
50 -  LIBRARY,50100758 - LIB PUBLIC SERVICE SEQUOYA,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,409.1,27112.26,1630.3,30732.38
44 -  STREETS,44223 - ST BRUSH COLLECTION,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,409.88,349.36,347.48,708.25
65 -  PLANNING,65300 - PL METROPOLITAN PLANNING ORG,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,409.88,423.9,127.52,64.4
50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Expense,51 - SALARIES,51120 - PREMIUM PAY,410.66,626.95,735.43,4010.27
44 -  STREETS,44224 - ST BRUSH PROCESSING,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,411.16,390.9,775.25,586.34
44 -  STREETS,44332 - ST SNOW REMOVAL CROSSWALK,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,411.16,390.9,775.25,586.34
44 -  STREETS,44551 - ST STONE,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,411.16,390.9,775.25,586.34
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,411.24,234.42,325.94,0
30 -  FIRE,30280 - FIRE COMMUNITY OUTREACH & EDUC,Expense,53 - SUPPLIES,53235 - SAFETY SUPPLIES,411.34,0,0,0
31 -  POLICE,31169 - RECRUITMENT AND HIRING,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,411.6,0,0,0
15 -  FINANCE,15100 - FIN ACCOUNTING,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,412.48,0,767.05,161.04
50 -  LIBRARY,50100751 - LIB PUBLIC SERVICE CENTRAL,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,413,0,150,330
40 -  ENGINEERING,40138 - ENG SIDEWALKS PATH MAINT,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,413,374.29,391.59,1391.29
62 -  COMMUNITY DEVELOPMENT,62441 - YOUTH SERVICES,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,413.39,0,0,824.33
51 -  PARKS,51246 - PARK MTC CONSERVATION,Expense,54 - PURCHASED SERVICES,54110 - NATURAL GAS,413.55,321.26,229.6,0
65 -  PLANNING,65110 - PL NEIGHBORHOOD PLANNING,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,413.92,0,0,0
14 -  COMMON COUNCIL,14100607 - COMMON COUNCIL DIST 7,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,415.33,402.55,967.95,897.8
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,51 - SALARIES,51210 - HOURLY WAGES,415.6,148.31,129.63,124.53
50 -  LIBRARY,50400754 - LIB FACILITIES LAKEVIEW,Expense,54 - PURCHASED SERVICES,54113 - WATER,415.98,663.07,491.42,516.69
62 -  COMMUNITY DEVELOPMENT,62472 - SENIOR CENTER FOUNDATION,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,416.27,0,14.99,0
51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,416.62,649.25,634.28,846.26
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,416.84,1978,977.12,1625.7
31 -  POLICE,31299655 - WEST PD SUPPORT,Expense,54 - PURCHASED SERVICES,54113 - WATER,419.14,573.43,630.5,552.61
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,419.7,536.69,297.86,53.91
45 -  TRAFFIC ENGINEERING,45800 - TE BICYCLE AND PEDESTRIAN SVCS,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,419.8,728.14,528.44,715.19
20 -  MUNICIPAL COURT,20100 - MUNICIPAL COURT,Revenue,45 - FINE FORFEITURE ASMT,45120 - PARKING VIOLATIONS,422,0,306.43,535
63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,422.11,429.56,208.51,601.06
50 -  LIBRARY,50100 - LIB PUBLIC SERVICE,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,422.65,261.59,105.2,4086.34
65 -  PLANNING,65201 - PL COMP PLAN AND DEVELOP ADMIN,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,425,447.5,1845.5,2010
31 -  POLICE,31170 - ACADEMY,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,425.09,68.61,227.67,0
65 -  PLANNING,65112 - PL MADISON ARTS PROGRAM,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,425.1,337.32,99.93,426.48
51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,425.32,480,480,812.59
51 -  PARKS,51190 - PARK COM REC WPCRC GENERAL,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,425.32,480,480,1238.01
44 -  STREETS,44224 - ST BRUSH PROCESSING,Expense,53 - SUPPLIES,53215 - JANITORIAL SUPPLIES,426.2,150.34,194.86,215.92
44 -  STREETS,44332 - ST SNOW REMOVAL CROSSWALK,Expense,53 - SUPPLIES,53215 - JANITORIAL SUPPLIES,426.2,150.34,194.86,215.92
44 -  STREETS,44551 - ST STONE,Expense,53 - SUPPLIES,53215 - JANITORIAL SUPPLIES,426.2,150.34,194.86,215.92
62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,51 - SALARIES,51120 - PREMIUM PAY,427.28,391.6,342.02,309.26
45 -  TRAFFIC ENGINEERING,45600 - TE SERVICES,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,427.4,844.98,639.72,591.18
60 -  BUILDING INSPECTION,60100 - BI INSPECTION,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,428.5,1432,1927.4,1116.6
20 -  MUNICIPAL COURT,20100 - MUNICIPAL COURT,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,428.6,90.1,308.98,203.35
